,微博正文
3073,世另我人生中第一次追的明星李易峰姐青无?男人不自爱就像烂叶菜?
976,李易峰为什么？真的想不透啊
6742,#网友家中的火锅告诉你成都震感有多凶#【#多地网友晒出震感瞬间#火锅红油撒了一地，正在献血的人想拔针跑】中国地震台网正式测定：09月05日12时52分在四川甘孜州泸定县（北纬29.59度，东经102.08度）发生6.8级地震，震源深度16千米，多地有震感。各地网友纷纷上传地震瞬间视频。四川加油，愿平安！#泸定县震后画面#L环翠发布的微博视频
7534,【#外交部深夜召见美驻华大使伯恩斯#】8月2日深夜，中国外交部副部长谢锋奉命紧急召见美国驻华大使伯恩斯，代表中国政府就美国国会众议长佩洛西窜访中国台湾地区向美方提出严正交涉和强烈抗议。谢锋表示，佩洛西冒天下之大不韪，蓄意挑衅玩火。美方必须为自己的错误付出代价。中方将采取必要措施坚决反制，我们说到做到。任何人企图操弄台湾问题捞取政治资本，只会“竹篮打水一场空”，幻想打“台湾牌”炮制政治遗产，终将被钉在历史的耻辱柱上。
5607,伊丽莎白女王，今天是我们的传统节日中秋节，假如你在上空，遇见天宫的嫦娥，请您转告她，我们都很想念她哦！如果她也想念我们的话，请派只玉兔，传达她的心意哦！（youqishiwo）
3188,#北京警方通报李易峰多次嫖娼##李易峰多次嫖娼被行政拘留#啊啊啊啊啊你怎么可以…我真心实意喜欢过的L百笑汇的微博视频
5852,#成都地震#怎么感觉有点晃刚刚？你们有没有感觉
4684,哎今年是黑犀牛叠加黑天鹅麽？七月安倍八月戈尔巴乔夫九月伊丽莎白，老太太这一走英国之后的世界线真不好啊说了。。。。。。#英国女王去世##查尔斯成为英国国王#
172,#李易峰多次嫖娼被行政拘留#吃个瓜，还要熬夜，反反复复，就像诈尸，终于捶死了
3080,李易峰周边中转站出倒叙诗全套！
6611,【国产无人机“翼龙”抵达地震灾区】9月5日12时52分，四川甘孜藏族自治州泸定县发生6.8级地震。15时57分，“翼龙”-2H应急救灾型无人机紧急起飞赴四川甘孜藏族自治州泸定县执行任务。18时44分，无人机进入任务区...O网页链接体验专业的项目管理系统O网页链接
4879,一个时代一段历史就这样落幕伊丽莎白经历了历史见证了历史最后成为了历史伟大的人物历经岁月终归也是尘归尘土归土天地不仁以万物为刍狗历史的车轮冷酷无情滚滚向前碾压着我们所熟知的一切却也一视同仁不会对谁格外开恩残酷之中处处透露着仁慈却也有趣沧海一粟何其渺小人生无常活在当下一切看起来都很平静一切又注定会发生热爱生命热爱生活珍惜身边人用力去活着这仅此一次的人生#英国女王去世#
4779,#英国女王去世##查尔斯成为英国国王#7个伊丽莎白女王不为人知的趣事这位鬼马老奶奶的日常太欢乐了！L猪头荟萃的微博视频
3731,#英国女王去世#见证历史了，伊丽莎白女王去世，查尔斯王子继位国王，卡米拉虽成为王后，但戴安娜王妃永远值得尊敬。女王去世，大概带嘤的北爱尔兰闹分离会更加强烈，继续看戏
1113,李易峰啊？无感。我就觉得他眼睛无神，看着智商很低的样子，就是我最讨厌的那类绣花枕头一包草的男生。
436,准备回学校了#都怪李易峰#
6220,成都说封控3天，已4天了，昨天6.8级地震。居家不出户
3767,伊丽莎白终于走了，人的一生，生老病死，谁都要经历，任凭你多高贵，权势，都一视同仁。
5293,#伊丽莎白女王去世#???
2871,#北京警方通报李易峰多次嫖娼#瞎了
4741,伊丽莎白女王，和叶卡捷琳娜大帝，都出生于4月21日。巧了，我也是。真对不起这个天降紫薇星的日期。
7437,昨天一直没看新闻，瞟一眼流动热搜，一直以为佩洛西是新的台风。
4259,#英国女王去世#几个月前义务小消息闹得沸沸扬扬的时候，我正看着王冠，想着别回头我剧还没看完，伊丽莎白就撑不住了。结果，今年确实没撑住，作为女王，?带的很沉重，下辈子做个简单的莉莉白，一路走好。查尔斯和卡米拉退退退退！
5843,#四川1小时内连发7次地震#都在甘孜泸定和雅安石棉这么频繁，先组织公民转移吧?????
7515,#解放军将展开一系列针对性军事行动#跟佩洛西有啥关系？两岸统一的事会因为美国挑衅产生变化吗？不会，既然如此，为什么老是盯着佩洛西的飞机，而不是台湾的动作呢？邻居是人是狗我们管不着，但儿子想搞歪动作爸爸必治得死死的。
4055,有骂卡米拉的，还有骂伊丽莎白女王不制止的，可归根结底不是查尔斯对不起两个女人吗？也没几个人骂搞不懂了，遇事不决骂小三就对了
5104,#伊丽莎白女王去世#见证历史
3476,老人家走好！传奇#伊丽莎白##英国女王伊丽莎白二世逝世#
2508,我发誓：“如果我有李易峰?1???，那个经济条件的话，我坚决不去嫖娼！”。毕竟有一位我喜欢她，她又喜欢我的贤内助，然后我安安心心的把自己的事业搞得越来越好，不香吗？
543,本人建议彻查娱乐圈本身娱乐致死乱象频发以前别人问小朋友：“你的梦想是什么？”“老师、医生、科学家”，现在的答案可能要变成“明星、主播、网红”不知道这算是进步还是退步，网友们你们怎么看呢？年年有大瓜，不管艺人背后有怎样的政治势力，违法了就要承担责任。建议国家彻查一遍当红艺人，是否有做违背国家法律法规相关事情，是否输出错误价值观导向！#李易峰#
1411,很多人有钱了就图精神刺激所以看看就好了这就是现实世界本就是这样的他享受名气的同时被曝光他承担该承担的后果很多人也别装圣人你有他的名气玩的不一定比他差#李易峰多次嫖娼被行政拘留#
3801,美国第45任总统唐纳德·特朗普就英国女王伊丽莎白二世去世发表声明。全文如下：梅拉尼娅和我对得知伊丽莎白二世女王陛下的去世深感悲痛。与我们的家人和美国同胞一起，在这一巨大的悲痛和哀伤的时刻，我们向英国皇室和人民表示诚挚的慰问。伊丽莎白女王的历史性和卓越的统治为英国留下了和平与繁荣的巨大遗产。她的领导和持久的外交，确保并推进了与美国和世界各国的联盟关系。人们将永远记住她对国家的忠诚和对她的同胞们的坚定奉献。梅拉尼娅和我将永远珍惜我们与女王在一起的时光，永远不会忘记女王陛下慷慨的友谊、伟大的智慧和美妙的幽默感。她是一位多么伟大而美丽的女士——没有人与她比肩！在你们纪念她最有意义的一生和对人民的卓越服务时，我们的思念和祈祷将与伟大的英国人民同在。愿上帝保佑女王，愿她在我们心中永远执政，愿她和菲利普亲王永归主怀。
8106,服务器干蹦好多次，我们拭目以待吧#佩洛西#
3084,李易峰别让那些喷子看我们的笑话
5494,卡西欧不是在他的书里写，MJ为了“贿赂”伊丽莎白出席30周年演唱会给了她条项链，但不想花钱于是便租了条，事后珠宝行向伊丽莎白要回了项链，这事让她非常生气，一整年没搭理MJ。然而这条红宝石项链连同配套的耳环都是伊丽莎白第三任丈夫送的，卡西欧又编了个故事。目前市面那些书里面基本没什么真的东西，我已经说累了，看这些玩意不如去凹3看点H同人文还来得爽快些。
7705,将佩洛西打残，再扔回给美，看美下一步是什么！
4676,1986年，英国女王伊丽莎白二世访华。她是历史上第一位访华的英国君主。伊丽莎白二世将都铎时期伊丽莎白一世的一封送给了当时中国国家主席李先念。那封信是写给万历皇帝的，当年没有送到。附图为信件。
4080,【#英国女王去世#伊丽莎白女王加冕典礼回顾】伦敦时间9月8日，英国女王伊丽莎白二世去世，终年96岁。视频回顾1953年6月2日女王加冕仪式。L今日俄罗斯RT的微博视频
6559,#田埂工作室#《昨天担心的事终于发生了…遇难人数上升了…46人遇难…》：《央视新闻》：记者从前方指挥部获悉，截至5日20时30分，此次泸定6.8级地震已造成46人死亡（其中甘孜州29人、雅安市17人）、16人失联、50余人受伤。
895,李易峰今天已经平静下来了，再喜欢也是有三观和底线的，就当对自己的这些年告个别吧，就此别过，大家都各自安好吧
7405,不可以?！老太婆爱死哪儿死哪儿去！别搁这儿待着！#佩洛西#
6050,博君一肖呜呜呜呜呜呜呜虽然从中午看到地震的时候就感觉小红小绿来的可能性不大了，但是不来我真的会伤心?
5031,#查尔斯成为英国国王##英国女王去世#看伊丽莎白女王从一岁到90岁的容貌变迁L后天的哥斯拉的微博视频
4079,晚安伊丽莎白
496,#李易峰多次嫖娼被行政拘留#啧啧啧关于我在工作挨骂某人工作塌房啧啧啧
6007,截至5日20时30分，此次泸定6.8级地震已造成46人死亡（其中甘孜州29人、雅安市17人）、16人失联、50余人受伤。
4548,#英国女王去世#那些在伊丽莎白下面刷mzd的真是疯子
2673,#李易峰再发长文#李易峰那个长文不看不知道，一看吓一跳所以说人不可貌相，海水不可斗量，
2777,#中新网评李易峰嫖娼被警方通报#LYF8868年喂狗了
5575,凯拉?奈特莉的伊丽莎白，真是太美了
5877,#泸定地震46人遇难#
646,李易峰本微博从今日起停止更新
7183,四川泸定地震震中磨西镇1人被成功救出救援现场视频→O四川泸定地震震中磨西镇1人被成功救出救援现场视频→
7866,“悬崖勒马”------这个词，可比“拭目以待”重多了。在天朝語境下，几乎等同于宣战了。还有一个词，尚未出现。那就是“勿謂言之不预。”形势正在向人们不願意看到的方向发展。#若佩洛西敢去台湾那我们拭目以待##佩洛西##若佩洛西访台中国军队绝不会坐视不管#
1351,不懂实在不懂，李易峰都长成这样了还那样，到底是为了啥呢？?
613,#李易峰#没有看过视频的姐妹私信我不钓鱼秒发1r视频时长2分12秒
5399,女王刚刚被暗杀了吗？2022年9月10日说真的，伊丽莎白女王是被秘密暗杀的吗？如果是，又是为了什么，是谁干的？利兹·特拉斯在巴尔莫勒尔会见了女王后成为英国首相伊丽莎白女王刚刚去世2022年意义重大的秋天这肯定不是命运的巧合！……（长文略）
